Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Pac-Man World 2,GC,2002,Action,Nintendo,0.28,0.07,0.0,0.01,0.37
"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",PS2,2002,Misc,Media Entertainment,0.0,0.0,0.01,0.0,0.01
Panzer Dragoon Orta,XB,2002,Shooter,Sega,0.16,0.05,0.04,0.01,0.26
Peter Pan in Disney's Return to Never Land,PS,2002,Platform,Sony Computer Entertainment,0.01,0.01,0.0,0.0,0.02
Phantasy Star Collection,GBA,2002,Role-Playing,Atari,0.08,0.03,0.0,0.0,0.11
Phantasy Star Online Episode I & II,GC,2002,Role-Playing,Infogrames,0.23,0.06,0.16,0.01,0.45
Phantom Crash,XB,2002,Simulation,Phantagram,0.03,0.01,0.01,0.0,0.05
Pinball Tycoon,GBA,2002,Misc,Ignition Entertainment,0.03,0.01,0.0,0.0,0.05
Pirates: The Legend of Black Kat,PS2,2002,Adventure,Electronic Arts,0.07,0.05,0.0,0.02,0.14
Pirates: The Legend of Black Kat,XB,2002,Adventure,Electronic Arts,0.05,0.01,0.0,0.0,0.06
PoPoLoCrois: Hajimari no Bouken,PS2,2002,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.16,0.0,0.16
Pokemon Ruby/Pokemon Sapphire,GBA,2002,Role-Playing,Nintendo,6.06,3.9,5.38,0.5,15.85
Power Pro Kun Pocket 4,GBA,2002,Sports,Konami Digital Entertainment,0.0,0.0,0.29,0.01,0.29
Power Rangers: Wild Force,GBA,2002,Action,THQ,0.15,0.05,0.0,0.0,0.21
Prisoner of War,XB,2002,Adventure,Atari,0.06,0.02,0.0,0.0,0.08
Pro Race Driver,PS2,2002,Racing,Codemasters,0.13,0.1,0.0,0.03,0.27
Pro Rally,GC,2002,Racing,Ubisoft,0.01,0.0,0.0,0.0,0.02
Project FIFA World Cup,PS2,2002,Sports,Electronic Arts,0.0,0.0,0.1,0.0,0.1
Project Gotham Racing (JP weekly sales),XB,2002,Action,Microsoft Game Studios,1.54,0.44,0.04,0.07,2.1
Pryzm Chapter One: The Dark Unicorn,PS2,2002,Adventure,TDK Mediactive,0.06,0.05,0.0,0.02,0.12
Punch King,GBA,2002,Fighting,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.05
Quantum Redshift,XB,2002,Racing,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.13
RLH: Run Like Hell,PS2,2002,Shooter,Virgin Interactive,0.05,0.04,0.0,0.01,0.1
RPG Maker II,PS2,2002,Role-Playing,Enterbrain,0.06,0.05,0.0,0.02,0.13
RalliSport Challenge,XB,2002,Racing,Microsoft Game Studios,0.39,0.16,0.0,0.02,0.57
RalliSport Challenge(JP sales),XB,2002,Racing,Microsoft Game Studios,0.0,0.0,0.01,0.0,0.01
Rally Fusion: Race of Champions,PS2,2002,Racing,Activision,0.06,0.05,0.0,0.02,0.13
Rally Fusion: Race of Champions,XB,2002,Racing,Activision,0.04,0.01,0.0,0.0,0.05
Ratchet & Clank,PS2,2002,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33
Rave Master,GC,2002,Fighting,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
Rave Master: Special Attack Force!,GBA,2002,Fighting,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01
Rayman Arena,GC,2002,Racing,Ubisoft,0.11,0.03,0.0,0.0,0.14
Red Faction II,PS2,2002,Shooter,THQ,0.49,0.78,0.0,0.23,1.5
RedCard 20-03,GC,2002,Sports,Midway Games,0.02,0.0,0.0,0.0,0.02
RedCard 20-03,PS2,2002,Sports,Midway Games,0.03,0.03,0.0,0.01,0.07
RedCard 20-03,XB,2002,Sports,Midway Games,0.03,0.01,0.0,0.0,0.03
Reign of Fire,GBA,2002,Shooter,BAM! Entertainment,0.03,0.01,0.0,0.0,0.05
Reign of Fire,GC,2002,Shooter,BAM! Entertainment,0.08,0.02,0.0,0.0,0.11
Reign of Fire,PS2,2002,Shooter,BAM! Entertainment,0.13,0.1,0.0,0.03,0.27
Reign of Fire,XB,2002,Shooter,BAM! Entertainment,0.07,0.02,0.0,0.0,0.1
Resident Evil (Remake),GC,2002,Action,Capcom,0.63,0.38,0.35,0.05,1.42
Resident Evil Zero,GC,2002,Action,Capcom,0.54,0.27,0.45,0.04,1.29
Riding Spirits,PS2,2002,Racing,BAM! Entertainment,0.13,0.1,0.0,0.03,0.26
Road Trip,PS2,2002,Racing,Play It,0.04,0.03,0.0,0.01,0.09
Road Trip: Shifting Gears,GBA,2002,Racing,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01
Road Trip: The Arcade Edition,GC,2002,Racing,Zoo Digital Publishing,0.02,0.0,0.0,0.0,0.02
Robot Alchemic Drive,PS2,2002,Action,Enix Corporation,0.03,0.03,0.0,0.01,0.07
Robotech: Battlecry,GC,2002,Shooter,TDK Mediactive,0.13,0.03,0.0,0.0,0.16
Robotech: Battlecry,PS2,2002,Shooter,TDK Mediactive,0.3,0.23,0.0,0.08,0.61
Robotech: The Macross Saga,GBA,2002,Shooter,TDK Mediactive,0.15,0.06,0.0,0.0,0.21
Rocket Power: Beach Bandits,GBA,2002,Platform,THQ,0.2,0.07,0.0,0.01,0.28
Rocket Power: Beach Bandits,GC,2002,Platform,THQ,0.18,0.05,0.0,0.01,0.23
Rocket Power: Beach Bandits,PS2,2002,Platform,THQ,0.4,0.31,0.0,0.1,0.82
Rocky,GC,2002,Fighting,Rage Software,0.07,0.02,0.0,0.0,0.09
Rocky,PS2,2002,Fighting,Rage Software,0.42,0.33,0.0,0.11,0.86
Rocky,XB,2002,Fighting,Rage Software,0.11,0.03,0.0,0.01,0.15
RollerCoaster Tycoon 2,PC,2002,Strategy,Atari,1.19,0.05,0.0,0.0,1.25
RollerCoaster Tycoon: Gold Edition,PC,2002,Strategy,Infogrames,0.01,0.0,0.0,0.0,0.02
Romance of the Three Kingdoms VIII,PS2,2002,Strategy,Tecmo Koei,0.05,0.04,0.19,0.01,0.3
Roommate Asami: Okusama wa Joshikousei,PS2,2002,Adventure,Datam Polystar,0.0,0.0,0.02,0.0,0.02
Rugrats: I Gotta Go Party,GBA,2002,Action,THQ,0.19,0.07,0.0,0.0,0.26
Rugrats: Royal Ransom,GC,2002,Platform,THQ,0.13,0.03,0.0,0.0,0.17
Rugrats: Royal Ransom,PS2,2002,Platform,THQ,0.17,0.13,0.0,0.04,0.35
Runabout 3: Neo Age,PS2,2002,Racing,BAM! Entertainment,0.0,0.0,0.03,0.0,0.03
Rygar: The Legendary Adventure,PS2,2002,Action,Wanadoo,0.2,0.15,0.06,0.05,0.46
SD Gundam G Generation Neo,PS2,2002,Strategy,Namco Bandai Games,0.0,0.0,0.57,0.0,0.57
SEGA Bass Fishing Duel,PS2,2002,Sports,Sega,0.09,0.07,0.0,0.02,0.17
SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65
SSX Tricky,GBA,2002,Sports,Electronic Arts,0.14,0.05,0.0,0.0,0.19
Sabrina The Teenage Witch: Potion Commotion,GBA,2002,Action,Ubisoft,0.08,0.03,0.0,0.0,0.11
"Sakura Wars 4: Koi Seyo,Otome",DC,2002,Adventure,Sega,0.0,0.0,0.29,0.0,0.29
Salt Lake 2002,PS2,2002,Sports,Eidos Interactive,0.07,0.05,0.0,0.02,0.14
Salt Lake 2002,GBA,2002,Sports,Ubisoft,0.04,0.02,0.0,0.0,0.06
Samurai Deeper Kyo,PS,2002,Fighting,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
Savage Skies,PS2,2002,Shooter,Big Ben Interactive,0.04,0.03,0.0,0.01,0.09
Scooby-Doo! Night of 100 Frights,GC,2002,Platform,THQ,0.23,0.06,0.0,0.01,0.3
Scooby-Doo! Night of 100 Frights,PS2,2002,Platform,THQ,1.17,0.72,0.0,0.22,2.1
SeaBlade,XB,2002,Shooter,TDK Mediactive,0.04,0.01,0.0,0.0,0.06
Secret Agent Barbie: Royal Jewels Mission,GBA,2002,Platform,Vivendi Games,0.56,0.21,0.0,0.01,0.78
Seek and Destroy,PS2,2002,Racing,Play It,0.52,0.4,0.0,0.14,1.06
Sega GT 2002,XB,2002,Racing,Sega,0.12,0.03,0.03,0.01,0.19
Sega Smash Pack,GBA,2002,Misc,Atari,0.23,0.08,0.0,0.01,0.32
Sega Soccer Slam,GC,2002,Sports,Sega,0.05,0.01,0.0,0.0,0.07
Sega Soccer Slam,PS2,2002,Sports,Sega,0.06,0.05,0.0,0.02,0.12
Sega Soccer Slam,XB,2002,Sports,Sega,0.04,0.01,0.0,0.0,0.05
Serious Sam,XB,2002,Shooter,Take-Two Interactive,0.11,0.03,0.0,0.01,0.15
Shadow Man: 2econd Coming,PS2,2002,Adventure,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.16
Shaman King: Chou Senjiryokketsu 3,GBA,2002,Role-Playing,King Records,0.0,0.0,0.02,0.0,0.02
Shaman King: Spirit of Shamans,PS,2002,Action,Namco Bandai Games,0.0,0.0,0.18,0.01,0.2
Shenmue II,XB,2002,Adventure,Microsoft Game Studios,0.22,0.08,0.0,0.01,0.32
Shifters,PS2,2002,Adventure,3DO,0.03,0.02,0.0,0.01,0.05
Shin Megami Tensei NINE,XB,2002,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05
Shining Soul,GBA,2002,Role-Playing,Atari,0.03,0.01,0.09,0.0,0.14
Shinobi,PS2,2002,Platform,Sony Computer Entertainment,0.36,0.28,0.22,0.09,0.96
Shox,PS2,2002,Racing,Electronic Arts,0.05,0.04,0.0,0.01,0.09
Shrek Extra Large,GC,2002,Platform,TDK Mediactive,0.13,0.03,0.0,0.0,0.17
Shrek Super Party,PS2,2002,Misc,TDK Mediactive,0.14,0.11,0.0,0.04,0.29
Shrek Super Party,XB,2002,Misc,TDK Mediactive,0.1,0.03,0.0,0.0,0.13
Shrek Swamp Kart Speedway,GBA,2002,Racing,TDK Mediactive,0.22,0.08,0.0,0.01,0.3
Shrek: Hassle at the Castle,GBA,2002,Action,TDK Mediactive,0.47,0.17,0.0,0.01,0.66
Silent Scope,GBA,2002,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
Silent Scope 3,PS2,2002,Shooter,Konami Digital Entertainment,0.08,0.06,0.0,0.02,0.16
Skies of Arcadia Legends,GC,2002,Role-Playing,Atari,0.17,0.04,0.0,0.01,0.22
Sled Storm,PS2,2002,Racing,Electronic Arts,0.22,0.17,0.0,0.06,0.45
Sly Cooper and the Thievius Raccoonus,PS2,2002,Platform,Sony Computer Entertainment,1.03,0.14,0.0,0.04,1.21
Smash Court Tennis Pro Tournament,PS2,2002,Sports,Sony Computer Entertainment,0.08,0.07,0.0,0.02,0.17
Smashing Drive,XB,2002,Racing,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04
Smuggler's Run,GBA,2002,Racing,Rebellion,0.01,0.0,0.0,0.0,0.01
Smuggler's Run: Warzones,GC,2002,Misc,Take-Two Interactive,0.06,0.02,0.0,0.0,0.08
Sneakers,XB,2002,Puzzle,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.1
Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,PS2,2002,Sports,Sega,0.0,0.0,0.55,0.0,0.55
Sonic Advance 2,GBA,2002,Platform,Sega,0.93,0.59,0.21,0.07,1.8
Sonic Mega Collection,GC,2002,Misc,Infogrames,1.47,0.48,0.05,0.06,2.05
Space Channel 5: Ulala's Cosmic Attack,GBA,2002,Misc,Atari,0.01,0.0,0.0,0.0,0.02
Space Invaders,GBA,2002,Shooter,Activision,0.08,0.03,0.0,0.0,0.11
Spec Ops: Airborne Commando,PS,2002,Shooter,Take-Two Interactive,1.54,0.46,0.0,0.08,2.07
Spider-Man: The Movie,GBA,2002,Action,Activision,0.92,0.35,0.01,0.05,1.33
Spider-Man: The Movie,GC,2002,Action,Activision,0.86,0.27,0.01,0.04,1.19
Spider-Man: The Movie,PS2,2002,Action,Activision,2.71,1.51,0.03,0.23,4.48
Spider-Man: The Movie,XB,2002,Action,Activision,1.07,0.28,0.0,0.05,1.4
Spirit: Stallion of the Cimarron,GBA,2002,Platform,THQ,0.21,0.08,0.0,0.01,0.3
SplashDown,XB,2002,Racing,Atari,0.09,0.02,0.0,0.0,0.11
SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,2002,Platform,THQ,0.92,0.23,0.0,0.04,1.19
SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,2002,Platform,THQ,0.15,0.04,0.0,0.01,0.2
SpongeBob SquarePants: Revenge of the Flying Dutchman,PS2,2002,Platform,THQ,0.53,0.41,0.0,0.14,1.08
Spy Hunter,GC,2002,Racing,Midway Games,0.16,0.04,0.0,0.01,0.2
Spy Hunter,XB,2002,Racing,Midway Games,0.25,0.07,0.0,0.01,0.34
Spy Kids Challenger,GBA,2002,Platform,Disney Interactive Studios,0.18,0.07,0.0,0.0,0.25
Spyro 2: Season of Flame,GBA,2002,Platform,Vivendi Games,0.85,0.65,0.0,0.08,1.58
Spyro: Enter the Dragonfly,GC,2002,Platform,Universal Interactive,0.55,0.14,0.0,0.02,0.71
Spyro: Enter the Dragonfly,PS2,2002,Platform,Universal Interactive,0.74,0.95,0.0,0.28,1.97
Star Fox Adventures,GC,2002,Adventure,Nintendo,0.96,0.53,0.3,0.09,1.87
Star Wars Episode II: Attack of the Clones,GBA,2002,Action,THQ,0.55,0.2,0.0,0.01,0.77
Star Wars Jedi Knight II: Jedi Outcast,GC,2002,Shooter,Activision,0.18,0.05,0.0,0.01,0.23
Star Wars Racer Revenge,PS2,2002,Racing,LucasArts,0.15,0.12,0.0,0.04,0.31
Star Wars: Bounty Hunter,GC,2002,Shooter,LucasArts,0.2,0.05,0.0,0.01,0.26
Star Wars: Bounty Hunter,PS2,2002,Shooter,LucasArts,0.53,0.42,0.0,0.14,1.09
Star Wars: Clone Wars,GC,2002,Shooter,Activision,0.31,0.08,0.0,0.01,0.4
Star Wars: Clone Wars,PS2,2002,Shooter,LucasArts,0.24,0.19,0.0,0.06,0.5
Star Wars: Jedi Power Battles,GBA,2002,Action,THQ,0.1,0.04,0.0,0.0,0.14
Star Wars: Jedi Starfighter,PS2,2002,Simulation,Activision,0.24,0.19,0.0,0.06,0.5
Star Wars: Jedi Starfighter,XB,2002,Simulation,Activision,0.35,0.07,0.0,0.02,0.44
Star Wars: The Clone Wars & Tetris Worlds,XB,2002,Misc,Microsoft Game Studios,0.14,0.04,0.0,0.01,0.19
Star X,GBA,2002,Shooter,BAM! Entertainment,0.03,0.01,0.0,0.0,0.04
State of Emergency,PS2,2002,Action,Take-Two Interactive,0.86,0.67,0.0,0.22,1.76
Steel Battalion,XB,2002,Simulation,Microsoft Game Studios,0.05,0.02,0.02,0.0,0.1
Street Fighter Alpha 3,GBA,2002,Fighting,Capcom,0.11,0.04,0.0,0.0,0.15
Street Hoops,PS2,2002,Sports,Activision,0.45,0.35,0.0,0.12,0.91
Street Hoops,XB,2002,Sports,Activision,0.21,0.06,0.0,0.01,0.28
Stuart Little 2,GBA,2002,Platform,Activision,0.33,0.12,0.0,0.01,0.46
Stuntman,PS2,2002,Racing,Atari,0.76,0.59,0.0,0.2,1.55
Sub Rebellion,PS2,2002,Simulation,Metro 3D,0.04,0.03,0.0,0.01,0.08
Summoner 2,PS2,2002,Role-Playing,THQ,0.1,0.08,0.0,0.03,0.21
Super Bubble Pop,XB,2002,Puzzle,Jaleco,0.01,0.0,0.0,0.0,0.01
Super Ghouls 'n Ghosts,GBA,2002,Platform,Capcom,0.05,0.02,0.0,0.0,0.07
Super Mario Sunshine,GC,2002,Platform,Nintendo,4.01,1.26,0.87,0.17,6.31
Super Mario World 2: Yoshi's Island,GBA,2002,Platform,Nintendo,1.75,0.45,0.62,0.09,2.91
Super Monkey Ball 2,GC,2002,Puzzle,Atari,1.11,0.31,0.06,0.04,1.52
Super Monkey Ball Jr.,GBA,2002,Puzzle,Atari,0.51,0.19,0.0,0.01,0.72
Super Robot Taisen Impact,PS2,2002,Strategy,Banpresto,0.0,0.0,0.65,0.0,0.65
Super Robot Taisen R,GBA,2002,Strategy,Banpresto,0.0,0.0,0.25,0.01,0.26
Super Robot Taisen: Original Generation,GBA,2002,Role-Playing,Banpresto,0.01,0.0,0.0,0.0,0.01
Super Trucks Racing,PS2,2002,Racing,Jester Interactive,0.35,0.27,0.0,0.09,0.71
Superman: Shadow of Apokolips,PS2,2002,Action,Atari,0.21,0.16,0.0,0.05,0.42
Superman: The Man of Steel,XB,2002,Action,Atari,0.1,0.03,0.0,0.0,0.13
Swingerz Golf,GC,2002,Sports,Eidos Interactive,0.06,0.02,0.0,0.0,0.08
Syberia,PC,2002,Action,Microids,0.0,0.02,0.0,0.0,0.03
Taiko no Tatsujin: Tatakon de Dodon ga Don,PS2,2002,Misc,Namco Bandai Games,0.0,0.0,0.76,0.0,0.76
Tales of Destiny 2,PS2,2002,Role-Playing,Namco Bandai Games,0.0,0.0,0.8,0.0,0.8
Tales of the World: Narikiri Dungeon 2,GBA,2002,Role-Playing,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19
Taz Wanted,GC,2002,Platform,Atari,0.06,0.02,0.0,0.0,0.08
Taz Wanted,PS2,2002,Platform,Atari,0.08,0.06,0.0,0.02,0.16
Taz Wanted,XB,2002,Platform,Atari,0.05,0.02,0.0,0.0,0.07
Technic Beat,PS2,2002,Misc,Arika,0.01,0.01,0.0,0.0,0.02
Tekken 4,PS2,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44
Tennis Masters Series 2003,XB,2002,Sports,Microids,0.03,0.01,0.0,0.0,0.04
Tennis no Oji-Sama: Aim at The Victory!,GBA,2002,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14
Tennis no Oji-Sama: Genius Boys Academy,GBA,2002,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.01,0.25
Test Drive,PS2,2002,Racing,Atari,0.95,0.21,0.01,0.18,1.34
Test Drive,XB,2002,Racing,Atari,0.35,0.05,0.0,0.02,0.42
Tetris Worlds,GC,2002,Puzzle,THQ,0.17,0.04,0.0,0.01,0.22
Tetris Worlds,PS2,2002,Puzzle,THQ,1.11,0.71,0.0,0.27,2.08
The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,GBA,2002,Action,THQ,0.19,0.07,0.0,0.0,0.26
The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86
The Fairly Odd Parents: Enter the Cleft,GBA,2002,Platform,THQ,0.14,0.05,0.0,0.0,0.2
The Getaway,PS2,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54
The House of The Dead III,XB,2002,Shooter,Sega,0.29,0.08,0.0,0.01,0.39
The Invincible Iron Man,GBA,2002,Action,Activision,0.03,0.01,0.0,0.0,0.04
The King of Fighters 2000,PS2,2002,Fighting,Playmore,0.0,0.0,0.04,0.0,0.04
The King of Fighters EX2: Howling Blood,GBA,2002,Fighting,Marvelous Interactive,0.06,0.02,0.0,0.0,0.08
The Land Before Time: Big Water Adventure,PS,2002,Platform,TDK Mediactive,0.12,0.08,0.0,0.01,0.21
The Legend of Zelda: A Link to the Past,GBA,2002,Action,Nintendo,1.75,0.52,0.33,0.1,2.7
The Legend of Zelda: The Wind Waker,GC,2002,Action,Nintendo,2.6,0.99,0.89,0.13,4.6
The Lord of the Rings: The Fellowship of the Ring,PS2,2002,Action,Black Label Games,0.59,0.46,0.0,0.15,1.2
The Lord of the Rings: The Fellowship of the Ring,XB,2002,Action,Universal Interactive,0.31,0.19,0.0,0.03,0.53
The Lord of the Rings: The Two Towers,GBA,2002,Action,Electronic Arts,0.53,0.2,0.0,0.01,0.74
The Lord of the Rings: The Two Towers,GC,2002,Action,Electronic Arts,0.41,0.11,0.0,0.01,0.53
The Lord of the Rings: The Two Towers,PS2,2002,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67
The Lord of the Rings: The Two Towers,XB,2002,Action,Electronic Arts,0.45,0.24,0.0,0.03,0.71
The Mark of Kri,PS2,2002,Action,Sony Computer Entertainment,0.22,0.18,0.0,0.06,0.46
The Mummy,GBA,2002,Action,Ubisoft,0.01,0.0,0.0,0.0,0.02
The Operative: No One Lives Forever,PS2,2002,Shooter,Electronic Arts,0.07,0.05,0.0,0.02,0.14
The Pinball of the Dead,GBA,2002,Misc,Sega,0.05,0.02,0.0,0.0,0.06
The Powerpuff Girls: Him and Seek,GBA,2002,Platform,BAM! Entertainment,0.31,0.11,0.0,0.01,0.43
The Powerpuff Girls: Relish Rampage,GC,2002,Action,BAM! Entertainment,0.05,0.01,0.0,0.0,0.07
The Powerpuff Girls: Relish Rampage,PS2,2002,Action,BAM! Entertainment,0.22,0.17,0.0,0.06,0.45
The Revenge of Shinobi,GBA,2002,Platform,Atari,0.07,0.02,0.0,0.0,0.09
The Ripping Friends,GBA,2002,Action,THQ,0.03,0.01,0.0,0.0,0.04
The Scorpion King: Rise of the Akkadian,GC,2002,Action,Universal Interactive,0.08,0.02,0.0,0.0,0.11
The Scorpion King: Rise of the Akkadian,PS2,2002,Action,Universal Interactive,0.11,0.09,0.0,0.03,0.23
The Scorpion King: Sword of Osiris,GBA,2002,Action,Vivendi Games,0.13,0.05,0.0,0.0,0.19
The Simpsons Skateboarding,PS2,2002,Sports,Electronic Arts,0.36,0.9,0.0,0.27,1.52
The Sims Deluxe,PC,2002,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04
The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76
The Sims: Vacation,PC,2002,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07
The Sum of All Fears,GBA,2002,Shooter,Ubisoft,0.03,0.01,0.0,0.0,0.04
The Terminator: Dawn of Fate,PS2,2002,Action,Atari,0.2,0.16,0.0,0.05,0.41
The Terminator: Dawn of Fate,XB,2002,Action,Atari,0.11,0.03,0.0,0.01,0.15
The Thing,PS2,2002,Adventure,Vivendi Games,0.22,0.17,0.0,0.06,0.44
The Thing,XB,2002,Adventure,Vivendi Games,0.15,0.04,0.0,0.01,0.2
The Wild Thornberrys Movie,GBA,2002,Platform,THQ,0.25,0.09,0.0,0.01,0.34
There,PS,2002,Simulation,Infogrames,0.03,0.02,0.0,0.0,0.06
Tiger Woods PGA Tour 2002,PS2,2002,Sports,Electronic Arts,0.44,0.35,0.0,0.12,0.9
Tiger Woods PGA Tour 2003,GC,2002,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.23
Tiger Woods PGA Tour 2003,PS2,2002,Sports,Electronic Arts,0.8,0.63,0.0,0.21,1.64
Tiger Woods PGA Tour 2003,XB,2002,Sports,Electronic Arts,0.35,0.08,0.0,0.01,0.44
Tiger Woods PGA Tour Golf,GBA,2002,Sports,Ubisoft,0.03,0.01,0.0,0.0,0.04
TimeSplitters 2,GC,2002,Shooter,Eidos Interactive,0.34,0.09,0.0,0.01,0.44
TimeSplitters 2,PS2,2002,Shooter,Eidos Interactive,0.34,0.27,0.0,0.09,0.7
TimeSplitters 2,XB,2002,Shooter,Eidos Interactive,0.29,0.33,0.0,0.01,0.64
ToeJam & Earl III: Mission to Earth,XB,2002,Action,Sega,0.09,0.02,0.0,0.0,0.11
Tokimeki Memorial: Girl's Side,PS2,2002,Adventure,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08
Tokyo Mew Mew,PS,2002,Role-Playing,Takara,0.0,0.0,0.02,0.0,0.02
Tom Clancy's Ghost Recon,PS2,2002,Shooter,Ubisoft,1.42,0.4,0.0,0.12,1.94
Tom Clancy's Ghost Recon,XB,2002,Shooter,Ubisoft,1.23,0.46,0.0,0.07,1.76
Tom Clancy's Rainbow Six: Rogue Spear,GBA,2002,Shooter,Ubisoft,0.08,0.03,0.0,0.0,0.11
Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02
Tom and Jerry in War of the Whiskers,PS2,2002,Fighting,Ubisoft,0.13,0.1,0.0,0.03,0.26
Tomb Raider: The Prophecy,GBA,2002,Action,Ubisoft,0.1,0.04,0.0,0.0,0.14
Tony Hawk's Pro Skater 3,GBA,2002,Sports,Activision,0.37,0.14,0.0,0.01,0.52
Tony Hawk's Pro Skater 3,N64,2002,Sports,Activision,0.06,0.02,0.0,0.0,0.08
Tony Hawk's Pro Skater 3,XB,2002,Sports,Activision,0.34,0.18,0.0,0.02,0.55
Tony Hawk's Pro Skater 4,GBA,2002,Sports,Activision,0.41,0.15,0.0,0.01,0.57
Tony Hawk's Pro Skater 4,GC,2002,Sports,Activision,0.45,0.12,0.0,0.02,0.58
Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67
Tony Hawk's Pro Skater 4,XB,2002,Sports,Activision,0.59,0.3,0.0,0.04,0.93
Top Angler: Real Bass Fishing,PS2,2002,Sports,Xicat Interactive,0.05,0.04,0.0,0.01,0.11
Top Gun: Combat Zones,GC,2002,Simulation,Titus,0.12,0.03,0.0,0.0,0.15
Top Gun: Firestorm Advance,GBA,2002,Shooter,Titus,0.07,0.02,0.0,0.0,0.09
Total Immersion Racing,PS2,2002,Racing,Empire Interactive,0.05,0.04,0.0,0.01,0.11
Total Immersion Racing,XB,2002,Racing,Empire Interactive,0.02,0.01,0.0,0.0,0.02
Totaled!,XB,2002,Racing,Rage Software,0.05,0.02,0.0,0.0,0.07
Toxic Grind,XB,2002,Sports,THQ,0.02,0.0,0.0,0.0,0.02
Transworld Snowboarding,XB,2002,Sports,Atari,0.07,0.02,0.0,0.0,0.09
Transworld Surf,PS2,2002,Sports,Atari,0.09,0.07,0.0,0.02,0.19
Triple Play 2002,PS2,2002,Sports,Electronic Arts,0.43,0.33,0.0,0.11,0.87
Triple Play 2002,XB,2002,Sports,Electronic Arts,0.19,0.05,0.0,0.01,0.25
Tsuki no Hikari: Shizumeru Kane no Satsujin,PS2,2002,Adventure,Victor Interactive,0.0,0.0,0.02,0.0,0.02
Turbo Turtle Adventure,GBA,2002,Puzzle,Majesco Entertainment,0.04,0.01,0.0,0.0,0.05
Turok: Evolution,GBA,2002,Shooter,Acclaim Entertainment,0.08,0.03,0.0,0.0,0.12
Turok: Evolution,GC,2002,Shooter,Acclaim Entertainment,0.3,0.08,0.0,0.01,0.38
Turok: Evolution,PS2,2002,Shooter,Acclaim Entertainment,0.64,0.5,0.0,0.17,1.31
Turok: Evolution,XB,2002,Shooter,Acclaim Entertainment,0.39,0.14,0.0,0.02,0.55
Ty the Tasmanian Tiger,GC,2002,Platform,Electronic Arts,0.21,0.05,0.0,0.01,0.27
Ty the Tasmanian Tiger,PS2,2002,Platform,Electronic Arts,0.57,0.45,0.0,0.15,1.17
Ty the Tasmanian Tiger,XB,2002,Platform,Electronic Arts,0.14,0.04,0.0,0.01,0.18
UFC: Tapout,XB,2002,Fighting,Crave Entertainment,0.14,0.05,0.0,0.01,0.2
Ultimate Fighting Championship: Throwdown,GC,2002,Fighting,Ubisoft,0.06,0.02,0.0,0.0,0.08
Ultimate Fighting Championship: Throwdown,PS2,2002,Fighting,Ubisoft,0.16,0.12,0.0,0.04,0.32
Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,GC,2002,Fighting,Namco Bandai Games,0.04,0.01,0.08,0.0,0.14
Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,GBA,2002,Fighting,Banpresto,0.05,0.02,0.03,0.0,0.1
Unlimited Saga,PS2,2002,Role-Playing,Atari,0.1,0.08,0.56,0.03,0.77
